Cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
NO_DOWN,GO:0042787,protein ubiquitination involved in ubiquitin-dependent protein catabolic process,39/1214,214/17381,2.83E-08,9.32E-07,7.71E-07,10197/10213/10273/23198/26263/4193/51434/5371/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/64777/7321/80196/9491/9861/9870/991,39
NO_DOWN,GO:0001666,response to hypoxia,53/1214,341/17381,3.07E-08,1.01E-06,8.33E-07,10197/10213/10525/112398/134/1869/2034/207/22933/22937/23198/2475/25828/25994/29979/3163/4000/4193/4824/51024/5371/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/6548/6839/7157/7321/836/8678/9491/9861,53
NO_DOWN,GO:2000736,regulation of stem cell differentiation,30/1214,141/17381,3.16E-08,1.03E-06,8.50E-07,10197/10213/23198/4005/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/9491/9861,30
NO_DOWN,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",16/1214,46/17381,3.89E-08,1.26E-06,1.04E-06,11315/4696/4697/4700/4704/4707/4709/4715/4716/4719/4723/4725/4726/4728/4729/51079,16
NO_DOWN,GO:0006458,'de novo' protein folding,14/1214,36/17381,5.39E-08,1.73E-06,1.43E-06,10574/10576/10808/2280/22948/2580/27433/3312/3329/3336/3337/54788/7203/908,14
NO_DOWN,GO:0010506,regulation of autophagy,48/1214,300/17381,5.52E-08,1.76E-06,1.46E-06,1020/10346/112936/11315/128866/154/1611/1981/207/22933/23274/23367/2475/2629/2931/3146/51606/526/527/529/5296/5305/533/55004/55332/5564/5571/56893/57533/57602/5899/6009/6737/7307/7405/7957/80149/8131/81876/823/826/836/83667/8607/8678/9711/9776/9927,48
NO_DOWN,GO:0061136,regulation of proteasomal protein catabolic process,33/1214,169/17381,5.96E-08,1.89E-06,1.56E-06,10134/10197/10213/10273/10755/11315/115992/207/22933/23274/26263/2629/29979/3303/3326/4193/51035/55905/56893/5700/5701/5704/5705/5716/5720/5721/57805/5886/6341/79016/8078/9491/9810,33
NO_DOWN,GO:0036293,response to decreased oxygen levels,53/1214,349/17381,6.74E-08,2.13E-06,1.76E-06,10197/10213/10525/112398/134/1869/2034/207/22933/22937/23198/2475/25828/25994/29979/3163/4000/4193/4824/51024/5371/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/6548/6839/7157/7321/836/8678/9491/9861,53
NO_DOWN,GO:0046165,alcohol biosynthetic process,28/1214,130/17381,6.85E-08,2.15E-06,1.78E-06,10654/11161/11315/1717/2052/2194/2222/22937/231/2629/2805/283871/3156/3157/3422/39/4047/4597/4598/4790/50814/5092/55331/56848/5860/6647/6713/8877,28
NO_DOWN,GO:0031647,regulation of protein stability,42/1214,248/17381,7.39E-08,2.30E-06,1.90E-06,1026/10273/10430/10491/10574/10576/10755/11315/22948/23291/23560/3054/3303/3312/3320/3326/3329/3916/4047/4193/4487/4771/483/51512/5216/5217/5245/5300/54984/5591/56926/5714/57805/5886/6737/7203/7466/79155/79763/8818/908/998,42
NO_DOWN,GO:0009161,ribonucleoside monophosphate metabolic process,50/1214,322/17381,7.77E-08,2.40E-06,1.99E-06,11315/114789/1349/1351/142/203/23511/23513/2618/27089/29796/30968/3303/3312/3692/4696/4697/4700/4704/4707/4709/4715/4716/4719/4723/4725/4726/4728/4729/498/506/509/51079/514/518/5208/526/54205/55022/5571/5631/6389/7114/7384/7386/84300/9377/9414/9605/9688,50
NO_DOWN,GO:1900180,regulation of protein localization to nucleus,39/1214,222/17381,7.89E-08,2.43E-06,2.01E-06,10155/10204/1026/10445/10574/10576/11315/142/1540/207/22948/23291/2475/25885/3326/375346/387/3965/3976/4000/4771/4792/5052/51512/5296/5300/54984/5716/7114/7203/7205/7295/80149/83667/8692/8877/908/9368/9688,39
NO_DOWN,GO:0070482,response to oxygen levels,55/1214,371/17381,8.74E-08,2.67E-06,2.21E-06,10197/10213/1026/10525/112398/134/147007/1869/2034/207/22933/22937/23198/2475/25828/25994/29979/3163/4000/4193/4824/51024/5371/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/6548/6839/7157/7321/836/8678/9491/9861,55
NO_DOWN,GO:0010332,response to gamma radiation,17/1214,55/17381,1.08E-07,3.27E-06,2.70E-06,1026/142/2002/2547/3265/3309/3627/4193/5371/5591/578/581/598/6354/7157/7520/79073,17
NO_DOWN,GO:1903900,regulation of viral life cycle,28/1214,133/17381,1.14E-07,3.45E-06,2.85E-06,10155/103/10410/11267/128866/1655/23087/23367/24138/27183/3312/3609/3965/4599/4938/4940/5359/5371/5886/6737/6895/7726/79720/80149/8519/8638/8812/8815,28
NO_DOWN,GO:0072331,signal transduction by p53 class mediator,44/1214,270/17381,1.15E-07,3.45E-06,2.85E-06,1020/1026/10419/10498/1647/1655/1869/1874/207/2305/23212/23246/23612/26155/3094/3190/4193/4487/4839/5111/51246/51512/5300/5371/55003/5564/5571/5716/581/5932/60401/64782/6749/6878/7027/7157/79073/80196/83596/83667/83860/9125/9219/9521,44
NO_DOWN,GO:0043900,regulation of multi-organism process,56/1214,385/17381,1.28E-07,3.83E-06,3.17E-06,10155/103/10410/10497/1072/11267/128866/1655/1660/22933/23076/23087/23367/24138/27183/302/330/3312/3609/3965/4277/4599/4938/4940/5007/5216/5359/5371/5430/5434/5435/5440/5441/55666/55770/5886/5987/6597/6737/6772/6895/708/7128/7353/7726/7879/79102/79132/79720/80149/8519/8638/8812/8815/9150/9830,56
NO_DOWN,GO:0017038,protein import,50/1214,328/17381,1.40E-07,4.16E-06,3.44E-06,100287932/10140/10155/10204/10245/1026/10440/10452/10952/142/1540/1605/207/23291/23511/23633/23649/2475/25813/3308/3312/3320/3326/3329/375346/3836/3838/3839/387/3965/4000/4792/5052/51079/5296/5371/56993/5716/5902/7114/7205/7295/80149/84134/8498/8692/8877/9368/9679/9688,50
NO_DOWN,GO:0016072,rRNA metabolic process,46/1214,292/17381,1.66E-07,4.91E-06,4.06E-06,10360/10528/112495/113000/114049/117246/22803/23076/23160/23212/23246/2475/26168/27043/29102/2971/3692/4141/4691/4839/5036/51013/54433/54913/55505/55651/55695/55759/57647/64963/65083/6597/6839/705/84135/84916/84946/8602/88745/90121/9092/9136/9188/9221/9328/9555,46
NO_DOWN,GO:0090090,negative regulation of canonical Wnt signaling pathway,32/1214,168/17381,1.72E-07,5.03E-06,4.16E-06,10146/10197/10213/1540/23198/2931/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/9491/9861,32
NO_DOWN,GO:0032388,positive regulation of intracellular transport,51/1214,342/17381,2.13E-07,6.21E-06,5.14E-06,10055/10134/10155/1020/10204/10400/10497/10938/10971/142/1660/1869/25930/26229/2931/302/3326/375346/387/3965/4193/4478/4836/4946/51024/51512/5296/56910/5695/5714/57602/578/581/59286/7027/7157/7205/7307/7529/7531/7532/79567/79778/80149/85465/8607/8692/8877/9688/9776/998,51
NO_DOWN,GO:0015992,proton transport,30/1214,154/17381,2.49E-07,7.21E-06,5.96E-06,11182/11315/1349/1351/206358/27089/29796/30968/4697/498/506/509/51296/514/51606/518/526/527/529/533/6548/7114/7384/7386/79751/83959/9296/9368/9377/9605,30
NO_DOWN,GO:0006818,hydrogen transport,30/1214,156/17381,3.33E-07,9.60E-06,7.94E-06,11182/11315/1349/1351/206358/27089/29796/30968/4697/498/506/509/51296/514/51606/518/526/527/529/533/6548/7114/7384/7386/79751/83959/9296/9368/9377/9605,30
NO_DOWN,GO:0033108,mitochondrial respiratory chain complex assembly,21/1214,87/17381,3.97E-07,1.14E-05,9.41E-06,25813/29796/4696/4700/4704/4707/4709/4715/4716/4719/4723/4725/4726/4728/4729/51079/6341/84300/84987/90871/91942,21
NO_DOWN,GO:0006418,tRNA aminoacylation for protein translation,15/1214,48/17381,5.14E-07,1.46E-05,1.21E-05,10056/2193/23395/2617/3035/3376/3735/4141/4677/5464/6301/7453/7965/8565/9521,15
NO_DOWN,GO:0043901,negative regulation of multi-organism process,31/1214,168/17381,5.52E-07,1.57E-05,1.29E-05,10155/103/10410/22933/23087/24138/302/3609/4277/4599/4938/4940/5359/5371/55666/5987/6737/6772/6895/708/7128/7353/7726/79102/79132/80149/8519/8638/8812/8815/9830,31
NO_DOWN,GO:2001235,positive regulation of apoptotic signaling pathway,32/1214,177/17381,5.87E-07,1.65E-05,1.37E-05,10134/10971/11315/138151/1540/1869/27113/2931/3965/4055/4487/467/4824/4836/51024/51330/5371/578/581/598/6421/6647/7027/7157/7529/7531/7532/84231/8682/8692/8795/9368,32
NO_DOWN,GO:0050657,nucleic acid transport,34/1214,195/17381,6.34E-07,1.77E-05,1.46E-05,10189/10204/10212/10250/10921/1660/1977/1984/23039/23212/23381/23511/26097/29107/3692/4600/4686/51637/51692/53981/55153/55308/57510/5902/6396/6427/6428/65083/7307/84248/84946/8498/8570/9688,34
NO_DOWN,GO:0050658,RNA transport,34/1214,195/17381,6.34E-07,1.77E-05,1.46E-05,10189/10204/10212/10250/10921/1660/1977/1984/23039/23212/23381/23511/26097/29107/3692/4600/4686/51637/51692/53981/55153/55308/57510/5902/6396/6427/6428/65083/7307/84248/84946/8498/8570/9688,34
NO_DOWN,GO:0006457,protein folding,38/1214,231/17381,6.50E-07,1.80E-05,1.49E-05,10131/10491/10574/10576/10726/10808/2280/2288/22948/2580/27433/2771/3301/3303/3309/3312/3313/3320/3326/3329/3336/3337/51035/51726/5202/54788/5480/56255/567/5700/7203/7411/7466/83460/8877/908/9093/9526,38
NO_DOWN,GO:0140053,mitochondrial gene expression,27/1214,137/17381,7.70E-07,2.12E-05,1.75E-05,11222/122704/133522/23395/2617/3028/3035/51069/51073/51081/5442/54998/55168/60493/60528/64949/64960/64963/64978/64979/64981/708/740/7818/84300/84769/85476,27
NO_DOWN,GO:1902600,hydrogen ion transmembrane transport,23/1214,106/17381,8.68E-07,2.38E-05,1.97E-05,1349/1351/206358/27089/29796/30968/4697/498/506/509/514/51606/518/526/527/529/533/6548/7384/7386/9296/9377/9605,23
NO_DOWN,GO:0048525,negative regulation of viral process,21/1214,91/17381,8.84E-07,2.41E-05,1.99E-05,10155/103/10410/23087/24138/3609/4599/4938/4940/5359/5371/5987/6737/6772/7726/80149/8519/8638/8812/8815/9830,21
NO_DOWN,GO:0051236,establishment of RNA localization,34/1214,198/17381,9.13E-07,2.47E-05,2.05E-05,10189/10204/10212/10250/10921/1660/1977/1984/23039/23212/23381/23511/26097/29107/3692/4600/4686/51637/51692/53981/55153/55308/57510/5902/6396/6427/6428/65083/7307/84248/84946/8498/8570/9688,34
NO_DOWN,GO:0035967,cellular response to topologically incorrect protein,29/1214,155/17381,9.45E-07,2.55E-05,2.11E-05,10113/10273/10488/10525/10897/10952/118/1965/2137/23753/2931/29927/3068/3303/3309/4000/439/467/51726/51768/54788/55161/5770/578/581/58477/6734/7353/7466,29
NO_DOWN,GO:0010821,regulation of mitochondrion organization,37/1214,226/17381,1.03E-06,2.75E-05,2.27E-05,10055/10400/10971/11315/1869/207/23274/2629/27113/27166/2931/30968/3303/4000/4836/51024/55022/56910/5695/5714/5716/57602/578/581/59286/598/7027/7157/7307/7529/7531/7532/79778/85465/8607/9776/9927,37
NO_DOWN,GO:1904872,regulation of telomerase RNA localization to Cajal body,9/1214,18/17381,1.05E-06,2.80E-05,2.31E-05,10574/10576/22948/5073/55505/55651/7203/8607/908,9
NO_DOWN,GO:0051701,interaction with host,35/1214,209/17381,1.16E-06,3.09E-05,2.55E-05,10155/10189/10410/11334/128866/1605/23087/23513/27183/2885/290/3303/3416/3836/3838/3839/3916/3949/3965/5371/55770/5818/598/6575/6737/7298/7405/7726/7879/79581/79720/80149/8519/8692/8812,35
NO_DOWN,GO:0043039,tRNA aminoacylation,15/1214,51/17381,1.23E-06,3.24E-05,2.68E-05,10056/2193/23395/2617/3035/3376/3735/4141/4677/5464/6301/7453/7965/8565/9521,15
NO_DOWN,GO:0034340,response to type I interferon,21/1214,93/17381,1.29E-06,3.40E-05,2.81E-05,103/10410/23513/25939/3107/3136/3326/3430/3659/4599/4600/4615/4938/4939/4940/5696/5770/6772/8519/8638/9641,21
NO_DOWN,GO:0010257,NADH dehydrogenase complex assembly,16/1214,58/17381,1.41E-06,3.65E-05,3.02E-05,4696/4700/4704/4707/4709/4715/4716/4719/4723/4725/4726/4728/4729/51079/90871/91942,16
NO_DOWN,GO:0032981,mitochondrial respiratory chain complex I assembly,16/1214,58/17381,1.41E-06,3.65E-05,3.02E-05,4696/4700/4704/4707/4709/4715/4716/4719/4723/4725/4726/4728/4729/51079/90871/91942,16
NO_DOWN,GO:0097031,mitochondrial respiratory chain complex I biogenesis,16/1214,58/17381,1.41E-06,3.65E-05,3.02E-05,4696/4700/4704/4707/4709/4715/4716/4719/4723/4725/4726/4728/4729/51079/90871/91942,16
NO_DOWN,GO:0050851,antigen receptor-mediated signaling pathway,40/1214,257/17381,1.44E-06,3.70E-05,3.06E-05,10197/10213/1147/1540/23198/23291/2633/30968/3265/4790/4792/5296/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/581/7321/9491/9861,40
NO_DOWN,GO:0006353,"DNA-templated transcription, termination",23/1214,109/17381,1.46E-06,3.72E-05,3.08E-05,10189/10212/10250/10419/10921/1660/22803/25885/26097/4686/51692/53981/5430/5434/5435/5440/5441/6427/6428/6636/7307/79869/84967,23
NO_DOWN,GO:0061077,chaperone-mediated protein folding,17/1214,65/17381,1.51E-06,3.84E-05,3.18E-05,10131/10491/10574/10576/10808/2280/2288/22948/2580/27433/3312/3329/3336/3337/54788/7203/908,17
NO_DOWN,GO:0006626,protein targeting to mitochondrion,28/1214,150/17381,1.52E-06,3.84E-05,3.18E-05,100287932/10055/10245/10400/10440/10452/10953/25813/2931/3308/3320/3329/401505/51024/51079/56910/5695/56993/5714/57602/59286/7307/79778/84134/85465/8607/9776/9927,28
NO_DOWN,GO:0043038,amino acid activation,15/1214,52/17381,1.61E-06,4.07E-05,3.36E-05,10056/2193/23395/2617/3035/3376/3735/4141/4677/5464/6301/7453/7965/8565/9521,15
NO_DOWN,GO:0006405,RNA export from nucleus,27/1214,143/17381,1.85E-06,4.60E-05,3.80E-05,10189/10212/10250/10921/1660/1977/1984/23212/23381/23511/26097/29107/3692/4686/51692/53981/55153/57510/5902/6427/6428/65083/7307/84248/84946/8498/9688,27
NO_DOWN,GO:0090670,RNA localization to Cajal body,9/1214,19/17381,1.87E-06,4.60E-05,3.80E-05,10574/10576/22948/5073/55505/55651/7203/8607/908,9
NO_DOWN,GO:0090671,telomerase RNA localization to Cajal body,9/1214,19/17381,1.87E-06,4.60E-05,3.80E-05,10574/10576/22948/5073/55505/55651/7203/8607/908,9
NO_DOWN,GO:0090672,telomerase RNA localization,9/1214,19/17381,1.87E-06,4.60E-05,3.80E-05,10574/10576/22948/5073/55505/55651/7203/8607/908,9
NO_DOWN,GO:0090685,RNA localization to nucleus,9/1214,19/17381,1.87E-06,4.60E-05,3.80E-05,10574/10576/22948/5073/55505/55651/7203/8607/908,9
NO_DOWN,GO:0060337,type I interferon signaling pathway,20/1214,88/17381,2.07E-06,5.03E-05,4.16E-05,103/10410/23513/25939/3107/3136/3326/3430/3659/4599/4600/4615/4938/4939/4940/5696/5770/6772/8519/8638,20
NO_DOWN,GO:0071357,cellular response to type I interferon,20/1214,88/17381,2.07E-06,5.03E-05,4.16E-05,103/10410/23513/25939/3107/3136/3326/3430/3659/4599/4600/4615/4938/4939/4940/5696/5770/6772/8519/8638,20
NO_DOWN,GO:0090181,regulation of cholesterol metabolic process,15/1214,53/17381,2.11E-06,5.11E-05,4.22E-05,10654/1609/1717/2194/2222/22937/3156/3157/3422/3949/4047/4597/4598/6647/6713,15
NO_DOWN,GO:1904874,positive regulation of telomerase RNA localization to Cajal body,8/1214,15/17381,2.29E-06,5.51E-05,4.56E-05,10574/10576/22948/55505/55651/7203/8607/908,8
NO_DOWN,GO:0048524,positive regulation of viral process,22/1214,104/17381,2.34E-06,5.62E-05,4.65E-05,103/1072/128866/1660/23076/23367/27183/3312/3965/5216/5430/5434/5435/5440/5441/5886/6597/6737/6895/7879/79720/9150,22
NO_DOWN,GO:0034620,cellular response to unfolded protein,26/1214,137/17381,2.58E-06,6.16E-05,5.09E-05,10113/10273/10488/10525/10897/10952/118/1965/2137/2931/29927/3068/3303/3309/4000/439/467/51726/51768/55161/5770/578/581/58477/6734/7466,26
NO_DOWN,GO:0015931,nucleobase-containing compound transport,37/1214,235/17381,2.67E-06,6.35E-05,5.25E-05,10189/10204/10212/10237/10250/10921/114789/134/1660/1977/1984/23039/23212/23381/23511/26097/29107/3692/4600/4686/51637/51692/53981/55153/55308/57510/5902/6396/6427/6428/65083/7307/84248/84946/8498/8570/9688,37
NO_DOWN,GO:0032481,positive regulation of type I interferon production,18/1214,75/17381,2.89E-06,6.84E-05,5.66E-05,1147/1660/2547/3146/3329/3659/4615/4790/4791/5434/5435/5440/5441/5591/64135/6772/7520/79132,18
NO_DOWN,GO:0042407,cristae formation,11/1214,30/17381,2.92E-06,6.88E-05,5.69E-05,10989/25813/3954/498/506/509/514/518/54927/55735/79135,11
NO_DOWN,GO:0098586,cellular response to virus,14/1214,48/17381,3.10E-06,7.26E-05,6.01E-05,103/1147/23076/330/3965/55666/598/64135/708/7353/79132/80149/8729/9641,14
NO_DOWN,GO:0030968,endoplasmic reticulum unfolded protein response,25/1214,130/17381,3.12E-06,7.27E-05,6.01E-05,10113/10273/10488/10525/10897/10952/118/1965/2137/2931/29927/3068/3303/3309/4000/439/467/51726/55161/5770/578/581/58477/6734/7466,25
NO_DOWN,GO:0022618,ribonucleoprotein complex assembly,34/1214,209/17381,3.21E-06,7.46E-05,6.17E-05,103/10419/10421/10658/10713/10946/11171/11273/1660/22907/23212/23246/25804/25819/25980/27339/3320/3326/3692/4686/4839/51081/55239/64963/6631/6636/6895/708/7536/79084/84769/8607/9092/9416,34
NO_DOWN,GO:0030178,negative regulation of Wnt signaling pathway,33/1214,200/17381,3.25E-06,7.52E-05,6.22E-05,10146/10197/10213/1540/23198/2931/30851/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/9491/9861,33
NO_DOWN,GO:0045540,regulation of cholesterol biosynthetic process,13/1214,42/17381,3.33E-06,7.67E-05,6.34E-05,10654/1717/2194/2222/22937/3156/3157/3422/4047/4597/4598/6647/6713,13
NO_DOWN,GO:1903901,negative regulation of viral life cycle,18/1214,76/17381,3.55E-06,8.12E-05,6.71E-05,10155/103/10410/23087/24138/3609/4599/4938/4940/5359/5371/6737/7726/80149/8519/8638/8812/8815,18
NO_DOWN,GO:1900182,positive regulation of protein localization to nucleus,25/1214,131/17381,3.60E-06,8.21E-05,6.79E-05,10155/10204/10445/10574/10576/11315/142/207/22948/3326/375346/387/3965/3976/51512/5296/54984/7203/7205/80149/83667/8692/8877/908/9688,25
NO_DOWN,GO:1903706,regulation of hemopoiesis,58/1214,448/17381,3.74E-06,8.49E-05,7.02E-05,10197/10213/11091/1209/133522/1435/1540/23198/2323/2475/27166/29102/3146/3204/3313/3659/3692/3707/3965/3976/4005/4343/4792/4830/4831/5134/567/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/6647/6772/8943/9092/9414/9491/9861,58
NO_DOWN,GO:0051085,chaperone mediated protein folding requiring cofactor,7/1214,12/17381,4.62E-06,0.000104411,8.63E-05,10808/2580/27433/3312/3336/3337/54788,7
NO_DOWN,GO:0043687,post-translational protein modification,57/1214,441/17381,4.76E-06,0.000107143,8.86E-05,10197/10213/10491/10970/10980/11091/1435/150465/1643/2034/23198/23291/23463/25870/26263/2873/3703/4061/411/4738/50717/50813/51246/55054/55527/55884/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/7466/79016/80176/80328/81876/9491/9861,57
NO_DOWN,GO:0045069,regulation of viral genome replication,19/1214,85/17381,4.80E-06,0.000107573,8.89E-05,10155/103/10410/1655/23367/24138/3312/3609/4599/4938/4940/5359/5886/6895/80149/8519/8638/8812/8815,19
NO_DOWN,GO:0033157,regulation of intracellular protein transport,51/1214,383/17381,6.47E-06,0.000143614,0.000118737,10055/10134/10155/1020/10204/1026/10400/11315/142/1540/23291/2475/26229/2931/3326/375346/387/3965/4193/4792/4946/5052/51024/51512/5296/56910/5695/5714/5716/57510/57602/5770/5905/59286/7114/7157/7205/7295/7307/7531/79567/79778/80149/85465/8607/8692/8877/9368/9688/9776/998,51
NO_DOWN,GO:0010822,positive regulation of mitochondrion organization,29/1214,170/17381,6.47E-06,0.000143614,0.000118737,10055/10400/10971/11315/1869/2629/27113/2931/30968/4836/51024/56910/5695/5714/57602/578/581/59286/7027/7157/7307/7529/7531/7532/79778/85465/8607/9776/9927,29
NO_DOWN,GO:0016126,sterol biosynthetic process,17/1214,72/17381,6.88E-06,0.000152038,0.000125702,10654/11161/1717/2194/2222/22937/3156/3157/3422/39/4047/4597/4598/50814/6647/6713/9023,17
NO_DOWN,GO:0071480,cellular response to gamma radiation,10/1214,27/17381,7.49E-06,0.000164639,0.000136121,1026/2002/2547/3265/3309/4193/598/7157/7520/79073,10
NO_DOWN,GO:0051607,defense response to virus,35/1214,227/17381,7.93E-06,0.000173733,0.000143639,103/10346/10410/1660/24138/25939/2633/330/3609/3627/3659/4277/4599/4600/4938/4939/4940/5359/5371/55666/64108/64135/6772/6895/708/7128/7353/79102/79132/80149/81622/8519/8638/8678/8692,35
NO_DOWN,GO:0007007,inner mitochondrial membrane organization,12/1214,39/17381,8.51E-06,0.000185541,0.000153402,10989/25813/3954/498/506/509/51079/514/518/54927/55735/79135,12
NO_DOWN,GO:0043248,proteasome assembly,7/1214,13/17381,9.41E-06,0.00020426,0.000168879,11047/51371/5714/5716/5717/5719/8624,7
NO_DOWN,GO:0060828,regulation of canonical Wnt signaling pathway,37/1214,248/17381,9.54E-06,0.000206281,0.000170549,10146/10197/10213/1540/23198/2931/4790/5300/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/57805/80139/9491/9679/9861,37
NO_DOWN,GO:0019079,viral genome replication,22/1214,113/17381,9.74E-06,0.000209715,0.000173388,10155/103/10410/1655/23367/24138/3312/3609/4599/4938/4940/5359/55054/5886/6895/7342/80149/8519/8638/8812/8815/998,22
NO_DOWN,GO:0034470,ncRNA processing,52/1214,400/17381,1.05E-05,0.000224455,0.000185575,103/10360/10528/10785/113000/114049/116461/117246/22803/23076/23160/23212/23246/23587/26168/27043/29102/3028/348180/3692/3735/4686/4839/5036/51013/51493/51637/54433/54913/55505/55651/55695/55759/57647/60528/6301/64963/65083/6839/6895/705/79650/84135/84916/84946/8602/88745/90121/9092/9136/9188/9221,52
NO_DOWN,GO:0045071,negative regulation of viral genome replication,14/1214,53/17381,1.11E-05,0.00023713,0.000196055,10155/103/10410/24138/3609/4599/4938/4940/5359/80149/8519/8638/8812/8815,14
NO_DOWN,GO:0071826,ribonucleoprotein complex subunit organization,34/1214,221/17381,1.12E-05,0.000237175,0.000196093,103/10419/10421/10658/10713/10946/11171/11273/1660/22907/23212/23246/25804/25819/25980/27339/3320/3326/3692/4686/4839/51081/55239/64963/6631/6636/6895/708/7536/79084/84769/8607/9092/9416,34
NO_DOWN,GO:0051084,'de novo' posttranslational protein folding,8/1214,18/17381,1.29E-05,0.00027163,0.000224579,10576/10808/2580/27433/3312/3336/3337/54788,8
NO_DOWN,GO:0048863,stem cell differentiation,38/1214,261/17381,1.29E-05,0.00027163,0.000224579,10197/10213/1072/23198/3204/3976/4005/4487/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/6405/6949/7520/9221/9491/9861,38
NO_DOWN,GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process,22/1214,115/17381,1.31E-05,0.000273897,0.000226453,10134/10273/10755/11315/115992/207/22933/23274/26263/2629/29979/3303/3326/4193/51035/55905/56893/5716/57805/5886/79016/8078,22
NO_DOWN,GO:0002446,neutrophil mediated immunity,61/1214,499/17381,1.32E-05,0.00027539,0.000227688,10213/10383/10487/10576/10970/11031/11333/11334/1520/1729/23406/2547/2665/290/2919/2992/302/3136/3146/3163/327/3303/3312/3320/3326/3608/387/3916/411/4790/4831/5036/527/53916/54918/55004/567/5686/5695/56954/5701/5707/5708/5709/5713/5717/5719/5879/6282/7520/7879/80142/80301/80331/823/84418/8907/9588/967/9861/9948,61
NO_DOWN,GO:0042273,ribosomal large subunit biogenesis,16/1214,68/17381,1.34E-05,0.000276988,0.000229009,117246/22907/23212/23246/26155/2971/3692/4839/51121/51491/54663/55003/55153/55651/55759/6838,16
NO_DOWN,GO:1902653,secondary alcohol biosynthetic process,16/1214,68/17381,1.34E-05,0.000276988,0.000229009,10654/11161/1717/2194/2222/22937/3156/3157/3422/39/4047/4597/4598/50814/6647/6713,16
NO_DOWN,GO:0006979,response to oxidative stress,54/1214,426/17381,1.48E-05,0.000305133,0.000252278,10131/10808/11315/1147/133522/140809/142/2034/207/2119/22933/231/25828/2937/29920/29979/3163/328/3303/4193/4277/4314/4482/4700/4728/475/4831/5052/51022/5111/51734/5371/54205/56616/5693/57190/578/6382/6421/6647/6648/7128/7157/7295/7296/80149/8061/836/83667/8678/8692/9555/9588/9688,54
NO_DOWN,GO:0009266,response to temperature stimulus,34/1214,224/17381,1.50E-05,0.000307353,0.000254114,1026/10808/134/154/1965/207/2288/23511/2475/2766/3301/3303/3312/3320/3326/3329/3337/3627/4277/4792/51022/51278/57805/6548/6647/7531/80196/81570/84335/8531/8891/8892/9093/9688,34
NO_DOWN,GO:0008637,apoptotic mitochondrial changes,23/1214,125/17381,1.63E-05,0.000333327,0.000275589,10971/1869/207/27113/27166/2931/3303/3329/4000/4719/4836/51024/5716/578/57805/581/598/6648/7027/7157/7529/7531/7532,23
NO_DOWN,GO:0032984,macromolecular complex disassembly,42/1214,304/17381,1.71E-05,0.000348173,0.000287864,1072/11222/118/1201/122704/154/1984/2107/23274/23616/2580/2629/27183/29979/327/3312/4905/51069/51073/51081/5119/54998/55168/55239/56893/6418/64949/64960/64963/64978/64979/64981/6597/6602/740/7405/7818/832/83743/8775/9711/9948,42
NO_DOWN,GO:0046822,regulation of nucleocytoplasmic transport,33/1214,216/17381,1.73E-05,0.000351606,0.000290702,10155/1020/10204/1026/11315/142/1540/1660/23291/2475/3326/375346/387/3965/4193/4600/4792/5052/51512/5296/5716/57510/5905/7114/7157/7205/7295/7531/80149/8692/8877/9368/9688,33
